outer_fold,architecture,case,k,cost_bps,delay_sessions,capital_try,adv_limit_pct,target_family,horizon_sessions,train_observations,net_return,cagr,sharpe,daily_maxdd,worst_day,daily_observations,mean_turnover_two_sided,total_turnover_two_sided,attempted_trades,filled_trades,unfilled_trades,fill_rate,terminal_liquidation_cost_try,mean_cash_weight,mean_holdings,adv_missing_checks,order_adv_median,order_adv_p90,order_adv_p95,order_adv_max,order_adv_gt_10pct
O1,LAMBDAMART,K_SENSITIVITY,20,50,0,1000000,0.1,VOL_SCALED,40,715,1.930965195393009,3.506246303780073,5.802340403889397,-0.09301116646651886,-0.08623624595589896,180,0.9723910681674002,3.8895642726696007,78,78,0,1.0,14695.590404850047,0.00442837832299122,20.0,0,0.0001312448614576939,0.0018844467347296887,0.0035360374055187086,0.012185597863475348,0.0
O1,LAMBDAMART,K_SENSITIVITY,20,100,0,1000000,0.1,VOL_SCALED,40,715,1.8612993681474337,3.357010620301831,5.712728194971263,-0.09272379408143894,-0.08578555214210071,180,0.9656448180081048,3.862579272032419,78,78,0,1.0,28769.565353764196,0.008972271047056092,20.0,0,0.00012914967478167168,0.001874022198528101,0.0034780746192654382,0.011985851332732602,0.0
O1,LAMBDAMART,DELAY,10,50,1,1000000,0.1,VOL_SCALED,40,715,1.8450449064976637,3.3223982234432894,5.395681076807684,-0.12825114859579112,-0.07383962681719691,180,1.1165199534349801,4.4660798137399205,42,42,0,1.0,14257.93090723481,0.0036199396874489797,10.0,0,0.00029511201092939524,0.0036121719747048563,0.013552827915377763,0.0171115814700883,0.0
O1,LAMBDAMART,DELAY,10,50,2,1000000,0.1,VOL_SCALED,40,715,2.155159999570089,3.996086424310074,6.2571568943578235,-0.12775908132408054,-0.048909104619146326,180,1.1194753396553656,4.477901358621462,42,42,0,1.0,15813.017762909445,0.0034887652898909463,10.0,0,0.0003049998299541424,0.003621753702430317,0.012632846189867009,0.018889022126506994,0.0
O1,LAMBDAMART,CAPACITY,10,50,0,1000000,0.05,VOL_SCALED,40,715,1.781573449456761,3.1880006962042486,5.253332972861535,-0.12838500799451047,-0.07397121399350659,180,1.1114345507220553,4.445738202888221,42,42,0,1.0,13939.495698844406,0.0036430419122975557,10.0,0,0.0002921950106968226,0.003456889078159179,0.014384217928323768,0.015042210308015435,0.0
O1,LAMBDAMART,CAPACITY,10,50,0,1000000,0.2,VOL_SCALED,40,715,1.781573449456761,3.1880006962042486,5.253332972861535,-0.12838500799451047,-0.07397121399350659,180,1.1114345507220553,4.445738202888221,42,42,0,1.0,13939.495698844406,0.0036430419122975557,10.0,0,0.0002921950106968226,0.003456889078159179,0.014384217928323768,0.015042210308015435,0.0
O1,LAMBDAMART,CAPACITY,10,50,0,10000000,0.05,VOL_SCALED,40,715,1.7869980362916777,3.1994394893441136,5.655401931445699,-0.10363450454273748,-0.06926911210256859,180,0.9800968725731443,3.920387490292577,41,36,5,0.8780487804878049,130573.7518885225,0.06839132282487884,9.0,0,0.0036850158202724275,0.028993818112669326,0.05953300598576966,0.15042210308015436,0.04878048780487805
O1,LAMBDAMART,CAPACITY,10,50,0,10000000,0.1,VOL_SCALED,40,715,1.8596824589225176,3.353564028091501,5.568969351852493,-0.12834671427783795,-0.06926911210256859,180,1.0284073639664912,4.113629455865965,41,39,2,0.9512195121951219,133903.90127482195,0.05826712374664225,9.331491712707182,0,0.00214958147185054,0.029733275654463917,0.05953300598576966,0.15042210308015436,0.04878048780487805
O1,LAMBDAMART,CAPACITY,10,50,0,10000000,0.2,VOL_SCALED,40,715,1.7815734494567597,3.188000696204246,5.2533329728615294,-0.12838500799451047,-0.0739712139935067,180,1.1114345507220553,4.445738202888221,42,42,0,1.0,139394.95698844403,0.003643041912297611,10.0,0,0.0029219501069682255,0.03456889078159179,0.14384217928323767,0.15042210308015436,0.07142857142857142
O1,LAMBDAMART,CAPACITY,10,50,0,50000000,0.05,VOL_SCALED,40,715,1.5738226904716681,2.756730798733212,4.764300249302718,-0.1948953761930966,-0.06926911210256848,180,0.7760165293863693,3.1040661175454773,41,28,13,0.6829268292682927,625633.0704699337,0.05639954788225718,9.0,0,0.018425079101362138,0.16941864711637855,0.2976650299288483,0.7521105154007717,0.1951219512195122
O1,LAMBDAMART,CAPACITY,10,50,0,50000000,0.1,VOL_SCALED,40,715,2.0962493817133176,3.865979848107182,5.8365662771803635,-0.14010168287939595,-0.06926911210256848,180,0.8350886526500169,3.3403546106000674,41,31,10,0.7560975609756098,719183.7737950272,0.07560233500089696,8.662983425414364,0,0.018425079101362138,0.14496909056334667,0.2976650299288483,0.7521105154007717,0.1951219512195122
