date,equity,positions,cash_weight
2021-12-30,3.151142612905794,10,0.0
2021-12-31,3.1307355918454594,10,0.0
2022-01-03,3.257616377217981,10,0.0
2022-01-04,3.353498194176056,10,0.0
2022-01-05,3.4043136689889275,10,0.0
2022-01-06,3.39884996706202,10,0.0
2022-01-07,3.4210287603054503,10,0.0
2022-01-10,3.4469343625794155,10,0.0
2022-01-11,3.435504404498745,10,0.0
2022-01-12,3.46253618789194,10,0.0
2022-01-13,3.489255911325895,10,0.0
2022-01-14,3.4841547246088242,10,0.0
2022-01-17,3.504116675512347,10,0.0
2022-01-18,3.343240907017149,10,0.0
2022-01-19,3.429484801674057,10,0.0
2022-01-20,3.345894995565305,10,0.0
2022-01-21,3.364709694804961,10,0.0
2022-01-24,3.207447941140647,10,0.0
2022-01-25,3.2719259695682545,10,0.0
2022-01-26,3.3231215160766916,10,0.0
2022-01-27,3.4268672037057004,10,0.0
2022-01-28,3.4661992588756454,10,0.0
2022-01-31,3.479320118925156,10,0.0
2022-02-01,3.5079269503262362,10,0.0
2022-02-02,3.4451582569332726,10,0.0
2022-02-03,3.4430390128154906,10,0.0
2022-02-04,3.474284094981157,10,0.0
2022-02-07,3.5460799309338857,10,0.0
2022-02-08,3.549996156325064,10,0.0
2022-02-09,3.6456504237752325,10,0.0
2022-02-10,3.5876976781748797,10,0.0
2022-02-11,3.5696872851144765,10,0.0
2022-02-14,3.44656914591778,10,0.0
2022-02-15,3.508742859793105,10,0.0
2022-02-16,3.524709828815094,10,0.0
2022-02-17,3.469836595030456,10,0.0
2022-02-18,3.4918826115361123,10,0.0
2022-02-21,3.5163886019660304,10,0.0
2022-02-22,3.4833693983426475,10,0.0
2022-02-23,3.508211882031914,10,0.0
2022-02-24,3.1783392100786223,10,0.0
2022-02-25,3.4021661855411516,10,0.0
2022-02-28,3.388238193283728,10,0.0
2022-03-01,3.4452753903038924,10,0.0
2022-03-02,3.456146449014599,10,0.0
2022-03-03,3.525050801751453,10,0.0
2022-03-04,3.4746362294367525,10,0.0
2022-03-07,3.5014402444020285,10,0.0
2022-03-08,3.5209465344944872,10,0.0
2022-03-09,3.654628021591051,10,0.0
2022-03-10,3.6732744988638992,10,0.0
2022-03-11,3.6774004332342525,10,0.0
2022-03-14,3.7289206398866264,10,0.0
2022-03-15,3.741238248830282,10,0.0
2022-03-16,3.7489316775565595,10,0.0
2022-03-17,3.818944526122646,10,0.0
2022-03-18,3.8852381490491132,10,0.0
2022-03-21,3.9518626800738694,10,0.0
2022-03-22,4.064936935220758,10,0.0
2022-03-23,4.066792765729292,10,0.0
2022-03-24,4.095019023760758,10,0.0
2022-03-25,4.117748330463224,10,0.0
2022-03-28,4.152256898159835,10,0.0
2022-03-29,4.260739477359834,10,0.0
2022-03-30,4.295176726266613,10,0.0
2022-03-31,4.321389195310474,10,0.0
2022-04-01,4.337198359502021,10,0.0
2022-04-04,4.459620775266402,10,0.0
2022-04-05,4.542846844775582,10,0.0
2022-04-06,4.59964711152134,10,0.0
2022-04-07,4.738042167284665,10,0.0
2022-04-08,4.868137958375804,10,0.0
2022-04-11,4.950692852603481,10,0.0
2022-04-12,4.888125725022102,10,0.0
2022-04-13,4.849577452706881,10,0.0
2022-04-14,4.809763004379318,10,0.0
2022-04-15,4.89114003695308,10,0.0
2022-04-18,4.873689046823894,10,0.0
2022-04-19,4.82608654416754,10,0.0
2022-04-20,4.83437157262487,10,0.0
2022-04-21,4.877728526988142,10,0.0
2022-04-22,4.740048111125865,10,0.0
2022-04-25,4.73842148873722,10,0.0
2022-04-26,4.687075067902381,10,0.0
2022-04-27,4.779942481930028,10,0.0
2022-04-28,4.758319295218951,10,0.0
2022-04-29,4.814890323600399,10,0.0
2022-05-05,4.94914442773603,10,0.0
2022-05-06,4.90212604403264,10,0.0
2022-05-09,4.946285726692177,10,0.0
2022-05-10,4.976492791883644,10,0.0
2022-05-11,4.9462279406979475,10,0.0
2022-05-12,4.838657006483495,10,0.0
2022-05-13,4.957466276491169,10,0.0
2022-05-16,4.932747462720384,10,0.0
2022-05-17,4.9614767921378204,10,0.0
2022-05-18,4.978408553808866,10,0.0
2022-05-20,4.967433921180137,10,0.0
2022-05-23,5.025993072274019,10,0.0
