outer_fold,architecture,inner_validation_year,target_family,horizon_sessions,train_observations,train_last_label_end,signal_dates,observations,rank_ic_mean,rank_ic_median,positive_ic_ratio,ndcg_at_10_mean,top_k_spread_raw_mean,prediction_dispersion_mean
O3,LAMBDAMART,2023,VOL_SCALED,60,906,2022-11-11,3,196,-0.05268568075969777,0.06904110787166763,0.6666666666666666,0.4828065471099214,0.08572366235409833,0.33301995573992343
O4,FACTOR_COMPOSITE,2023,RAW,20,1029,2022-12-09,4,263,-0.18318008219989973,-0.19687356911337933,0.25,0.3775867848592578,-0.07050570799521869,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,RAW,40,962,2022-10-14,4,263,-0.09748869229142518,-0.11515545966323126,0.5,0.4090002477190858,-0.05489069959792051,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,RAW,60,906,2022-11-11,3,196,0.005576540199031366,0.06851201492283035,0.6666666666666666,0.46774789277240975,0.05754435362620817,0.16267385762300665
O4,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.1416066550191885,-0.19256318311561021,0.25,0.38507981887652243,-0.07050570799521869,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.05646008359374703,-0.056850154527579785,0.5,0.42368988747482955,-0.05489069959792051,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,0.06373788600201365,0.08994930811306524,0.6666666666666666,0.48821032999258124,0.05754435362620817,0.16267385762300665
O4,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.16846546811647017,-0.17734276506517557,0.25,0.40476975682021804,-0.07050570799521869,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.08628770862841989,-0.09591862062602349,0.25,0.4220365094736752,-0.05489069959792051,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,0.030120439094552063,0.08084537502254173,0.6666666666666666,0.4975250057623495,0.05754435362620817,0.16267385762300665
O4,FACTOR_COMPOSITE,2023,VOL_SCALED,20,1029,2022-12-09,4,263,-0.12539973139999605,-0.1327579982161085,0.25,0.39745340292768305,-0.07050570799521869,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.06307759614178055,-0.0583040780147419,0.5,0.4325500393741923,-0.05489069959792051,0.15775128426396903
O4,FACTOR_COMPOSITE,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.06378532466046434,0.08226231445147297,0.6666666666666666,0.5107989157165013,0.05754435362620817,0.16267385762300665
O4,FACTOR_COMPOSITE,2024,RAW,20,1292,2023-11-27,4,299,-0.050221247338791124,-0.1353392790085403,0.25,0.500171783142376,-0.03511570709302173,0.17400190207663246
O4,FACTOR_COMPOSITE,2024,RAW,40,1290,2023-12-26,4,297,0.09053745137950996,0.02154559668338367,0.75,0.4863447600722788,0.027091628672677316,0.17482845056239835
O4,FACTOR_COMPOSITE,2024,RAW,60,1167,2023-10-30,2,149,0.15538154561149528,0.15538154561149528,1.0,0.46744383862607,0.050340114645963316,0.17846833962752007
O4,FACTOR_COMPOSITE,2024,SECTOR_RELATIVE,20,1292,2023-11-27,4,299,-0.042223160883389045,-0.09618400510306947,0.5,0.5021766756997568,-0.03511570709302173,0.17400190207663246
O4,FACTOR_COMPOSITE,2024,SECTOR_RELATIVE,40,1290,2023-12-26,4,297,0.07225624508887295,0.027571508253025012,0.5,0.4849576766730161,0.027091628672677316,0.17482845056239835
O4,FACTOR_COMPOSITE,2024,SECTOR_RELATIVE,60,1167,2023-10-30,2,149,0.10337782366892036,0.10337782366892036,0.5,0.45006215996094745,0.050340114645963316,0.17846833962752007
O4,FACTOR_COMPOSITE,2024,BETA_RESIDUAL,20,1292,2023-11-27,4,299,-0.043165110715238986,-0.10222732486037353,0.5,0.5088374543154548,-0.03511570709302173,0.17400190207663246
O4,FACTOR_COMPOSITE,2024,BETA_RESIDUAL,40,1290,2023-12-26,4,297,0.10188936005086975,0.02228695189955747,0.5,0.4927953716570417,0.027091628672677316,0.17482845056239835
O4,FACTOR_COMPOSITE,2024,BETA_RESIDUAL,60,1167,2023-10-30,2,149,0.12207074666514449,0.12207074666514449,0.5,0.4462361705499631,0.050340114645963316,0.17846833962752007
O4,FACTOR_COMPOSITE,2024,VOL_SCALED,20,1292,2023-11-27,4,299,-0.009660453391227852,-0.033333110947849,0.5,0.5221284971493672,-0.03511570709302173,0.17400190207663246
O4,FACTOR_COMPOSITE,2024,VOL_SCALED,40,1290,2023-12-26,4,297,0.10433310124513098,0.061566625328406774,0.75,0.4941245740039121,0.027091628672677316,0.17482845056239835
O4,FACTOR_COMPOSITE,2024,VOL_SCALED,60,1167,2023-10-30,2,149,0.09408664361152275,0.09408664361152275,0.5,0.42149356935629323,0.050340114645963316,0.17846833962752007
O4,RIDGE,2023,RAW,20,1029,2022-12-09,4,263,0.0046156101408480425,-0.009469394292491804,0.5,0.6284463105120788,0.10330063519532805,0.02554356453083654
O4,RIDGE,2023,RAW,40,962,2022-10-14,4,263,-0.17304185848267212,-0.10970548327879322,0.25,0.5164827441769472,0.02414890060367736,0.04619658887268144
O4,RIDGE,2023,RAW,60,906,2022-11-11,3,196,-0.09498153806191413,-0.009178705403463964,0.3333333333333333,0.5510384331562783,0.15354438481078808,0.029391530631316092
O4,RIDGE,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.004105562944478735,-0.005534126650879791,0.5,0.5819437027997997,0.030292693058356933,0.025156743912294367
O4,RIDGE,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.15948727379921082,-0.11037088783932196,0.5,0.5182982969433552,0.03279696549641904,0.0420140892207644
O4,RIDGE,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.05032230925982999,0.03531947163286837,0.6666666666666666,0.5487552615548373,0.12279291536461896,0.027838003580433302
O4,RIDGE,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.06100374936480815,-0.024324584628791772,0.5,0.5658041059781649,0.05334677568150355,0.020031739855462586
O4,RIDGE,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.18226970719965602,-0.105259490290219,0.0,0.4684125518797797,-0.03192111623682402,0.04423171227556209
O4,RIDGE,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.04771356261893377,0.059940937026099456,0.6666666666666666,0.5509030687776535,0.043194004804960225,0.02702758005949649
O4,RIDGE,2023,VOL_SCALED,20,1029,2022-12-09,4,263,0.031732506692237226,0.13449652796296005,0.75,0.5236947633815123,-0.057770200712116415,0.02258247232718049
O4,RIDGE,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.17349172124676424,-0.09999386039772346,0.0,0.4446413822186827,-0.022187549960603216,0.03889678520628956
O4,RIDGE,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.05384318806144687,0.15168808364594144,0.6666666666666666,0.5577188087546538,0.11779228205130504,0.024552896847129763
O4,RIDGE,2024,RAW,20,1292,2023-11-27,4,299,0.12099732521308118,0.15848113691264884,0.75,0.6800087078305606,0.07014180694567432,0.021505542403784845
O4,RIDGE,2024,RAW,40,1290,2023-12-26,4,297,-0.005874716188698139,0.06025236033095737,0.75,0.5322300741015358,0.03165455748999425,0.01583108424565655
O4,RIDGE,2024,RAW,60,1167,2023-10-30,2,149,0.014060094701767362,0.014060094701767362,0.5,0.5925773409646518,0.049363305386189986,0.011861238351959968
O4,RIDGE,2024,SECTOR_RELATIVE,20,1292,2023-11-27,4,299,0.12336584616676101,0.16482324540287935,0.75,0.6371757275062825,0.04463516921176751,0.018979996479926608
O4,RIDGE,2024,SECTOR_RELATIVE,40,1290,2023-12-26,4,297,0.0011790810691907072,0.043615391487670754,0.5,0.5449501306462504,0.0167077146730407,0.016741521733361568
O4,RIDGE,2024,SECTOR_RELATIVE,60,1167,2023-10-30,2,149,0.03159816262561407,0.03159816262561407,0.5,0.5381504424978252,0.07946818937579092,0.010508522087748612
O4,RIDGE,2024,BETA_RESIDUAL,20,1292,2023-11-27,4,299,0.11072327864086345,0.11377941645669133,0.75,0.6501007540475596,0.0441388182011628,0.014792152333015157
O4,RIDGE,2024,BETA_RESIDUAL,40,1290,2023-12-26,4,297,-0.02933706374763678,-0.03223401759445709,0.25,0.4845760126164458,-0.043464944032301236,0.012643690919256607
O4,RIDGE,2024,BETA_RESIDUAL,60,1167,2023-10-30,2,149,0.09233539234981195,0.09233539234981195,1.0,0.5846075310876019,0.1116424541940726,0.012343073297778864
O4,RIDGE,2024,VOL_SCALED,20,1292,2023-11-27,4,299,0.11710577807407523,0.11564825600590298,0.75,0.5736079278271198,0.012051302439633293,0.015217309798731173
O4,RIDGE,2024,VOL_SCALED,40,1290,2023-12-26,4,297,0.005655503726576159,0.00405774842628118,0.5,0.5208099928503496,-0.043009463887001005,0.012793132171416565
O4,RIDGE,2024,VOL_SCALED,60,1167,2023-10-30,2,149,0.05831387984956839,0.05831387984956839,0.5,0.46593612116965094,0.07011232104410542,0.01340951149207889
O4,LGBM_REGRESSION,2023,RAW,20,1029,2022-12-09,4,263,-0.02994950232071143,0.01858782238133546,0.5,0.5120007898275422,-0.03377096880584558,0.05813691843636395
O4,LGBM_REGRESSION,2023,RAW,40,962,2022-10-14,4,263,-0.046323671561458744,-0.04720866151473532,0.25,0.5123000283254365,-0.0014556105704546102,0.07538515639229854
O4,LGBM_REGRESSION,2023,RAW,60,906,2022-11-11,3,196,-0.011301633788801875,0.006824780766469635,0.6666666666666666,0.4519736427718682,0.13915679081769294,0.10653383626940373
O4,LGBM_REGRESSION,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,0.030933948433628587,0.003989702753023701,0.75,0.5204403611516097,-0.00446596576346467,0.03200715799481068
O4,LGBM_REGRESSION,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.0476967131576563,-0.048278814884649426,0.5,0.49173555575766936,0.006371469732123665,0.055613921192616655
O4,LGBM_REGRESSION,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.10008998160148215,-0.04841349035985409,0.3333333333333333,0.5077625719799918,0.08605947200560082,0.07202701522037197
O4,LGBM_REGRESSION,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,0.06092922010752281,0.01932724664198365,0.75,0.5118459002803601,-0.00767665876827117,0.03648002083058564
O4,LGBM_REGRESSION,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.005932729592637916,-0.03934219478379364,0.25,0.5068081167385969,-0.0005193925326604579,0.06540900195597962
O4,LGBM_REGRESSION,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.06088736342204026,-0.05662392301753367,0.3333333333333333,0.47231732403134513,0.14866619111946655,0.10039223380077816
O4,LGBM_REGRESSION,2023,VOL_SCALED,20,1029,2022-12-09,4,263,-0.014010027462503821,0.02024435971168171,0.75,0.5214107249669939,-0.039139025632523444,1.6921426937228263
O4,LGBM_REGRESSION,2023,VOL_SCALED,40,962,2022-10-14,4,263,0.0011957293751263462,0.03605268344285645,0.75,0.4993521204816811,0.0500879046108777,1.9938578559453686
O4,LGBM_REGRESSION,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.007888843431245095,0.016160182380921005,0.6666666666666666,0.4461410912041295,0.01493692534413866,3.1375386130497973
O4,LGBM_REGRESSION,2024,RAW,20,1292,2023-11-27,4,299,0.01132068867436815,0.08016058635759496,0.75,0.5526847022530875,-0.01298900909664788,0.04350834391133176
O4,LGBM_REGRESSION,2024,RAW,40,1290,2023-12-26,4,297,0.005370209402545586,-0.013804060864298324,0.5,0.507298880312057,0.01123772930487664,0.07049590274198236
O4,LGBM_REGRESSION,2024,RAW,60,1167,2023-10-30,2,149,0.18110625018022053,0.18110625018022053,1.0,0.5484899683533204,0.05686948920499363,0.06739113312354703
O4,LGBM_REGRESSION,2024,SECTOR_RELATIVE,20,1292,2023-11-27,4,299,0.007453161288075003,0.005937755621122618,0.5,0.49074214169251085,0.033472222686765446,0.01964023939895562
O4,LGBM_REGRESSION,2024,SECTOR_RELATIVE,40,1290,2023-12-26,4,297,0.017069212613937637,-0.008810192216235926,0.5,0.5335731222265933,0.03057596137453203,0.033530362768826545
O4,LGBM_REGRESSION,2024,SECTOR_RELATIVE,60,1167,2023-10-30,2,149,0.12588569272136524,0.12588569272136524,1.0,0.5886069702703458,0.09400014251923686,0.056329052415625976
O4,LGBM_REGRESSION,2024,BETA_RESIDUAL,20,1292,2023-11-27,4,299,-0.03819882346556569,-0.050031454980430934,0.25,0.5404275367788995,-0.005316293783909453,0.029688949329467355
O4,LGBM_REGRESSION,2024,BETA_RESIDUAL,40,1290,2023-12-26,4,297,0.033461902843118174,0.05753073327349344,0.75,0.5096611257352057,-0.03289144756440074,0.04765620369612574
O4,LGBM_REGRESSION,2024,BETA_RESIDUAL,60,1167,2023-10-30,2,149,0.19613967364778478,0.19613967364778478,1.0,0.5782788622482136,0.05760610098242057,0.06012611195744169
O4,LGBM_REGRESSION,2024,VOL_SCALED,20,1292,2023-11-27,4,299,-0.007802578719826991,-0.004870882512612879,0.5,0.5684231653253113,0.03517225124264307,1.2539498049278426
O4,LGBM_REGRESSION,2024,VOL_SCALED,40,1290,2023-12-26,4,297,0.038359970284704475,0.0635702277807541,0.75,0.5256725217863584,0.033764312730086884,2.0203949853632173
O4,LGBM_REGRESSION,2024,VOL_SCALED,60,1167,2023-10-30,2,149,0.15600342952902432,0.15600342952902432,1.0,0.565902158916953,0.08616433024795167,2.367448231193804
O4,LAMBDAMART,2023,RAW,20,1029,2022-12-09,4,263,-0.05679537466115049,-0.0635779231737182,0.5,0.45848348649413495,-0.07381661949775767,0.3823970283445882
O4,LAMBDAMART,2023,RAW,40,962,2022-10-14,4,263,-0.09229711018230324,-0.13072014890167927,0.25,0.4604735461907896,-0.0011174452460813722,0.40360970339566826
O4,LAMBDAMART,2023,RAW,60,906,2022-11-11,3,196,-0.11146256240834318,0.01720304409505883,0.6666666666666666,0.45102046335436735,-0.08414370283343814,0.37543356165298875
O4,LAMBDAMART,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.03637219400857426,-0.03677992180059192,0.25,0.47649681874690736,-0.06998787557009435,0.3581258125760557
O4,LAMBDAMART,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.12714318627599921,-0.12349307596761,0.5,0.38173201347328856,-0.11243694845972184,0.3851005894351796
O4,LAMBDAMART,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.15765157722593418,-0.03501080402510645,0.3333333333333333,0.43667766021839816,-0.16861765241267782,0.39422581899600057
O4,LAMBDAMART,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.0657205521268593,-0.04295448236116705,0.5,0.5070802200133192,-0.06631086875330594,0.33315807798691194
O4,LAMBDAMART,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.09027184521697014,-0.11969120245010705,0.25,0.4968530691716517,0.009239810768219107,0.3871955489600252
O4,LAMBDAMART,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.1038552193588446,0.02991742984007196,0.6666666666666666,0.4537404863297685,0.08807836798651174,0.3283246326398736
O4,LAMBDAMART,2023,VOL_SCALED,20,1029,2022-12-09,4,263,0.02904046088982604,0.01976578058151464,0.5,0.5307295050310933,-0.05227638093377742,0.32099047079829146
O4,LAMBDAMART,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.024749118081768082,-0.014496647154456609,0.5,0.45175681891147146,-0.003084356488335469,0.3896917448562589
O4,LAMBDAMART,2023,VOL_SCALED,60,906,2022-11-11,3,196,-0.05268568075969777,0.06904110787166763,0.6666666666666666,0.4828065471099214,0.08572366235409833,0.33301995573992343
O4,LAMBDAMART,2024,RAW,20,1292,2023-11-27,4,299,0.04392250791749945,0.05939553706771527,0.5,0.5187012794874057,0.027053383275583844,0.34535749147912953
O4,LAMBDAMART,2024,RAW,40,1290,2023-12-26,4,297,0.06377868495583507,0.04540336656860478,1.0,0.5124688248123984,-0.010253385199685876,0.39720763264964964
O4,LAMBDAMART,2024,RAW,60,1167,2023-10-30,2,149,0.16745279526101442,0.16745279526101442,1.0,0.6295974293058209,0.06932066296683759,0.481849151733903
O4,LAMBDAMART,2024,SECTOR_RELATIVE,20,1292,2023-11-27,4,299,0.038122061752957785,0.06880035429297551,0.75,0.5565642323645156,0.06850104479680394,0.34057753884963915
O4,LAMBDAMART,2024,SECTOR_RELATIVE,40,1290,2023-12-26,4,297,0.065966325031379,0.07223373518216304,0.75,0.5221624439970959,0.021143388823708364,0.3747413934558747
O4,LAMBDAMART,2024,SECTOR_RELATIVE,60,1167,2023-10-30,2,149,0.06391244259848201,0.06391244259848201,1.0,0.5523860208826548,0.06145162722333694,0.4905322536128294
O4,LAMBDAMART,2024,BETA_RESIDUAL,20,1292,2023-11-27,4,299,0.0701763699869368,0.062050580795973115,0.5,0.5608695448221034,0.041815198546142573,0.33773968262066656
O4,LAMBDAMART,2024,BETA_RESIDUAL,40,1290,2023-12-26,4,297,0.07073179907693869,0.05322809725451967,0.75,0.5861168594109156,0.005615387907417214,0.38770150581562307
O4,LAMBDAMART,2024,BETA_RESIDUAL,60,1167,2023-10-30,2,149,0.18524932128796712,0.18524932128796712,1.0,0.663236661836705,0.12469539425917434,0.4573385212586827
O4,LAMBDAMART,2024,VOL_SCALED,20,1292,2023-11-27,4,299,0.015557265228248811,-0.009163538900031075,0.25,0.544694705969565,-0.010052154385346937,0.35903090972124757
O4,LAMBDAMART,2024,VOL_SCALED,40,1290,2023-12-26,4,297,0.053761949351443364,0.05112731640623257,1.0,0.5098873721840899,-0.04989410922312343,0.43207684852400496
O4,LAMBDAMART,2024,VOL_SCALED,60,1167,2023-10-30,2,149,0.1238182217263609,0.1238182217263609,1.0,0.5420655169829222,0.056949526046181614,0.48085038984687567
